epiweek,time_value,issue,geo_type,geo_value,week,weekorder,sarscov2_tests,sarscov2_positive_tests,flu_tests,flu_positive_tests,fluah1n1pdm09_positive_tests,fluah3_positive_tests,fluauns_positive_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,hpiv1_positive_tests,hpiv2_positive_tests,hpiv3_positive_tests,hpiv4_positive_tests,hpivother_positive_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,evrv_tests,evrv_positive_tests,hcov_tests,hcov_positive_tests,year
202535,2025-08-30,2025-09-12,lab,montérégie,35,1,1016.0,78.0,706.0,6.0,0.0,0.0,6.0,6.0,0.0,706.0,3.0,11.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,11.0,0.0,28.0,1.0,11.0,0.0,2025
202535,2025-08-30,2025-09-12,region,qc,35,1,5781.0,466.0,4112.0,18.0,0.0,0.0,13.0,13.0,5.0,3666.0,12.0,838.0,7.0,1.0,7.0,1.0,0.0,849.0,15.0,838.0,1.0,932.0,111.0,838.0,1.0,2025
202535,2025-08-30,2025-09-12,lab,phol ottawa,35,1,68.0,8.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,42.0,0.0,0.0,0.0,0.0,6.0,42.0,0.0,42.0,4.0,42.0,6.0,42.0,1.0,2025
202535,2025-08-30,2025-09-12,lab,eorla,35,1,501.0,23.0,485.0,1.0,0.0,1.0,0.0,1.0,0.0,485.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,76.0,4.0,76.0,0.0,76.0,24.0,76.0,0.0,2025
202535,2025-08-30,2025-09-12,lab,phol kingston,35,1,34.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,40.0,0.0,0.0,0.0,0.0,5.0,40.0,0.0,40.0,0.0,40.0,10.0,40.0,0.0,2025
202535,2025-08-30,2025-09-12,lab,phol peterborough,35,1,16.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,30.0,0.0,30.0,7.0,30.0,0.0,2025
202535,2025-08-30,2025-09-12,lab,phol toronto,35,1,588.0,92.0,606.0,0.0,1.0,3.0,0.0,0.0,0.0,606.0,1.0,519.0,0.0,0.0,0.0,0.0,44.0,520.0,5.0,519.0,5.0,519.0,114.0,519.0,2.0,2025
202535,2025-08-30,2025-09-12,lab,uhn mount sinai hospital,35,1,576.0,29.0,524.0,3.0,0.0,1.0,1.0,2.0,1.0,524.0,1.0,78.0,1.0,0.0,1.0,0.0,0.0,78.0,0.0,78.0,0.0,78.0,3.0,78.0,1.0,2025
202535,2025-08-30,2025-09-12,lab,sick kids hospital toronto,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,2025
202535,2025-08-30,2025-09-12,lab,shared hospital laboratory,35,1,1132.0,43.0,908.0,3.0,1.0,0.0,2.0,3.0,0.0,908.0,3.0,911.0,0.0,0.0,0.0,0.0,13.0,911.0,3.0,912.0,2.0,912.0,27.0,912.0,0.0,2025
202535,2025-08-30,2025-09-12,lab,phol hamilton,35,1,27.0,0.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,0.0,46.0,0.0,0.0,0.0,0.0,7.0,46.0,3.0,46.0,0.0,46.0,4.0,46.0,0.0,2025
202535,2025-08-30,2025-09-12,lab,st josephs hamilton,35,1,842.0,37.0,824.0,1.0,0.0,0.0,1.0,1.0,0.0,824.0,1.0,824.0,0.0,0.0,0.0,0.0,6.0,824.0,0.0,824.0,2.0,824.0,43.0,824.0,1.0,2025
202535,2025-08-30,2025-09-12,lab,phol london,35,1,127.0,13.0,114.0,1.0,0.0,0.0,1.0,1.0,0.0,114.0,0.0,110.0,0.0,0.0,0.0,0.0,2.0,110.0,7.0,110.0,1.0,110.0,11.0,110.0,0.0,2025
202535,2025-08-30,2025-09-12,lab,st josephs london,35,1,261.0,11.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,54.0,2.0,54.0,0.0,54.0,0.0,0.0,0.0,2025
202535,2025-08-30,2025-09-12,lab,phol orillia,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,2025
202535,2025-08-30,2025-09-12,lab,phol sudbury,35,1,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,3.0,0.0,2025
202535,2025-08-30,2025-09-12,lab,phol timmins,35,1,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,2025
202535,2025-08-30,2025-09-12,lab,phol sault ste marie,35,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2025
202535,2025-08-30,2025-09-12,lab,sault area hospital,35,1,39.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,2025
202535,2025-08-30,2025-09-12,lab,phol thunder bay,35,1,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,2025
202535,2025-08-30,2025-09-12,region,on,35,1,4222.0,258.0,3757.0,9.0,2.0,6.0,5.0,8.0,1.0,3757.0,7.0,2782.0,1.0,0.0,1.0,0.0,86.0,2783.0,24.0,2783.0,14.0,2783.0,250.0,2729.0,5.0,2025
202535,2025-08-30,2025-09-12,lab,mb,35,1,608.0,35.0,663.0,2.0,0.0,0.0,2.0,2.0,0.0,663.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,36.0,3.0,36.0,0.0,2025
202535,2025-08-30,2025-09-12,lab,sk,35,1,604.0,37.0,560.0,2.0,0.0,0.0,2.0,2.0,0.0,535.0,0.0,230.0,0.0,0.0,4.0,1.0,0.0,230.0,2.0,230.0,0.0,230.0,35.0,230.0,0.0,2025
202535,2025-08-30,2025-09-12,lab,ab,35,1,3402.0,190.0,1359.0,13.0,9.0,4.0,0.0,13.0,0.0,1338.0,4.0,1338.0,8.0,4.0,8.0,5.0,0.0,1338.0,6.0,1338.0,2.0,1338.0,171.0,1338.0,3.0,2025
202535,2025-08-30,2025-09-12,region,prairies,35,1,4614.0,262.0,2582.0,17.0,9.0,4.0,4.0,17.0,0.0,2536.0,4.0,1604.0,9.0,4.0,12.0,6.0,0.0,1604.0,8.0,1604.0,2.0,1604.0,209.0,1604.0,3.0,2025
202535,2025-08-30,2025-09-12,region,bc,35,1,2164.0,225.0,2402.0,29.0,19.0,3.0,1.0,29.0,0.0,2391.0,14.0,664.0,5.0,2.0,9.0,4.0,0.0,685.0,10.0,664.0,6.0,687.0,99.0,655.0,1.0,2025
202535,2025-08-30,2025-09-12,lab,yt,35,1,30.0,0.0,18.0,2.0,2.0,0.0,0.0,2.0,0.0,18.0,0.0,,,,,,,,,,,,,,,2025
202535,2025-08-30,2025-09-12,lab,nt,35,1,29.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,,,,,,,29.0,0.0,29.0,0.0,29.0,11.0,,,2025
202535,2025-08-30,2025-09-12,lab,nu,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,2025
202535,2025-08-30,2025-09-12,region,territories,35,1,59.0,2.0,47.0,2.0,2.0,0.0,0.0,2.0,0.0,47.0,0.0,,,,,,,29.0,0.0,29.0,0.0,29.0,11.0,,,2025
202535,2025-08-30,2025-09-12,nation,ca,35,1,18161.0,1320.0,14039.0,79.0,32.0,13.0,25.0,71.0,8.0,13527.0,38.0,6194.0,22.0,9.0,34.0,15.0,86.0,6256.0,62.0,6224.0,28.0,6341.0,716.0,6132.0,10.0,2025
202536,2025-09-06,2025-09-12,lab,nl,36,2,247.0,37.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,1.0,208.0,0.0,0.0,8.0,4.0,0.0,208.0,3.0,208.0,2.0,208.0,22.0,208.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,pe,36,2,19.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,ns,36,2,568.0,52.0,583.0,1.0,0.0,0.0,1.0,1.0,0.0,583.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,31.0,5.0,31.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,nb,36,2,511.0,29.0,355.0,1.0,0.0,1.0,0.0,1.0,0.0,350.0,0.0,80.0,0.0,1.0,0.0,3.0,0.0,80.0,2.0,80.0,0.0,80.0,14.0,80.0,1.0,2025
202536,2025-09-06,2025-09-12,region,atlantic,36,2,1345.0,120.0,1151.0,2.0,0.0,1.0,1.0,2.0,0.0,1146.0,2.0,322.0,0.0,1.0,8.0,7.0,0.0,322.0,5.0,322.0,2.0,322.0,44.0,322.0,1.0,2025
202536,2025-09-06,2025-09-12,lab,région nord est,36,2,642.0,58.0,414.0,1.0,0.0,0.0,1.0,1.0,0.0,286.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,29.0,0.0,31.0,5.0,29.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,québec chaudière appalaches,36,2,1095.0,83.0,758.0,4.0,0.0,0.0,1.0,1.0,3.0,758.0,1.0,209.0,1.0,0.0,0.0,1.0,0.0,225.0,10.0,209.0,1.0,230.0,49.0,209.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,centre du québec,36,2,1036.0,128.0,587.0,2.0,0.0,0.0,2.0,2.0,0.0,447.0,1.0,29.0,1.0,0.0,0.0,1.0,0.0,29.0,0.0,29.0,0.0,44.0,7.0,29.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,montréal laval,36,2,1690.0,170.0,1305.0,4.0,0.0,0.0,4.0,4.0,0.0,1053.0,3.0,572.0,5.0,1.0,1.0,1.0,0.0,572.0,9.0,572.0,2.0,600.0,69.0,572.0,1.0,2025
202536,2025-09-06,2025-09-12,lab,ouest du québec,36,2,743.0,81.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,18.0,1.0,18.0,0.0,25.0,10.0,18.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,montérégie,36,2,1057.0,86.0,797.0,2.0,0.0,0.0,2.0,2.0,0.0,797.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,24.0,2.0,13.0,0.0,2025
202536,2025-09-06,2025-09-12,region,qc,36,2,6263.0,606.0,4324.0,13.0,0.0,0.0,10.0,10.0,3.0,3802.0,10.0,870.0,7.0,1.0,2.0,3.0,0.0,886.0,20.0,870.0,3.0,954.0,142.0,870.0,1.0,2025
202536,2025-09-06,2025-09-12,lab,phol ottawa,36,2,50.0,5.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,40.0,0.0,0.0,0.0,0.0,8.0,40.0,0.0,40.0,3.0,40.0,4.0,40.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,eorla,36,2,525.0,18.0,452.0,1.0,0.0,0.0,1.0,1.0,0.0,452.0,1.0,74.0,0.0,0.0,1.0,0.0,0.0,74.0,3.0,74.0,0.0,74.0,21.0,74.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,phol kingston,36,2,38.0,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,41.0,0.0,41.0,0.0,41.0,13.0,41.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,phol peterborough,36,2,9.0,0.0,39.0,2.0,2.0,1.0,0.0,2.0,0.0,39.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,0.0,33.0,12.0,33.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,phol toronto,36,2,614.0,131.0,766.0,2.0,3.0,3.0,0.0,2.0,0.0,766.0,1.0,678.0,0.0,0.0,0.0,0.0,48.0,678.0,1.0,678.0,7.0,678.0,170.0,678.0,4.0,2025
202536,2025-09-06,2025-09-12,lab,uhn mount sinai hospital,36,2,504.0,40.0,482.0,4.0,0.0,0.0,4.0,4.0,0.0,482.0,0.0,67.0,0.0,0.0,1.0,0.0,0.0,67.0,0.0,67.0,1.0,67.0,3.0,67.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,sick kids hospital toronto,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,2025
202536,2025-09-06,2025-09-12,lab,shared hospital laboratory,36,2,1324.0,75.0,1055.0,2.0,1.0,0.0,1.0,2.0,0.0,1055.0,3.0,1056.0,0.0,0.0,0.0,0.0,8.0,1056.0,3.0,1057.0,5.0,1057.0,50.0,1057.0,1.0,2025
202536,2025-09-06,2025-09-12,lab,phol hamilton,36,2,48.0,3.0,86.0,1.0,1.0,1.0,0.0,1.0,0.0,86.0,0.0,76.0,0.0,0.0,0.0,0.0,5.0,76.0,0.0,76.0,1.0,76.0,30.0,76.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,st josephs hamilton,36,2,920.0,52.0,900.0,4.0,0.0,0.0,4.0,4.0,0.0,900.0,4.0,900.0,0.0,0.0,0.0,0.0,6.0,900.0,2.0,900.0,3.0,900.0,34.0,900.0,2.0,2025
202536,2025-09-06,2025-09-12,lab,phol london,36,2,154.0,25.0,197.0,1.0,1.0,0.0,0.0,1.0,0.0,197.0,0.0,187.0,0.0,0.0,0.0,0.0,5.0,187.0,3.0,187.0,1.0,187.0,30.0,187.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,st josephs london,36,2,348.0,22.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,74.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,74.0,4.0,0.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,phol orillia,36,2,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,2.0,3.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,phol sudbury,36,2,10.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,phol timmins,36,2,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,0.0,7.0,4.0,7.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,phol sault ste marie,36,2,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,2.0,5.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,sault area hospital,36,2,65.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,61.0,0.0,61.0,12.0,61.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,phol thunder bay,36,2,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,2.0,3.0,0.0,2025
202536,2025-09-06,2025-09-12,region,on,36,2,4618.0,380.0,4240.0,17.0,8.0,5.0,10.0,17.0,0.0,4240.0,9.0,3315.0,0.0,0.0,2.0,0.0,83.0,3315.0,12.0,3316.0,21.0,3316.0,393.0,3242.0,7.0,2025
202536,2025-09-06,2025-09-12,lab,mb,36,2,671.0,35.0,691.0,0.0,0.0,0.0,0.0,0.0,0.0,691.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,54.0,2.0,54.0,0.0,54.0,14.0,54.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,sk,36,2,660.0,27.0,605.0,5.0,0.0,0.0,4.0,4.0,1.0,583.0,2.0,257.0,0.0,1.0,1.0,0.0,0.0,257.0,2.0,257.0,0.0,257.0,30.0,257.0,0.0,2025
202536,2025-09-06,2025-09-12,lab,ab,36,2,3140.0,178.0,1109.0,11.0,4.0,6.0,1.0,11.0,0.0,1079.0,0.0,1079.0,3.0,2.0,8.0,4.0,0.0,1079.0,4.0,1079.0,3.0,1079.0,143.0,1079.0,5.0,2025
202536,2025-09-06,2025-09-12,region,prairies,36,2,4471.0,240.0,2405.0,16.0,4.0,6.0,5.0,15.0,1.0,2353.0,2.0,1390.0,3.0,3.0,9.0,4.0,0.0,1390.0,8.0,1390.0,3.0,1390.0,187.0,1390.0,5.0,2025
202536,2025-09-06,2025-09-12,region,bc,36,2,2220.0,256.0,2413.0,35.0,10.0,3.0,0.0,34.0,1.0,2408.0,11.0,568.0,3.0,2.0,5.0,0.0,0.0,579.0,6.0,568.0,6.0,596.0,61.0,560.0,1.0,2025
202536,2025-09-06,2025-09-12,lab,yt,36,2,32.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,,,,,,,,,,,,,,,2025
202536,2025-09-06,2025-09-12,lab,nt,36,2,33.0,2.0,33.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,0.0,,,,,,,33.0,1.0,33.0,0.0,33.0,13.0,,,2025
202536,2025-09-06,2025-09-12,lab,nu,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,2025
202536,2025-09-06,2025-09-12,region,territories,36,2,65.0,4.0,52.0,1.0,1.0,0.0,0.0,1.0,0.0,52.0,0.0,,,,,,,33.0,1.0,33.0,0.0,33.0,13.0,,,2025
202536,2025-09-06,2025-09-12,nation,ca,36,2,18982.0,1606.0,14585.0,84.0,23.0,15.0,26.0,79.0,5.0,14001.0,34.0,6465.0,13.0,7.0,26.0,14.0,83.0,6525.0,52.0,6499.0,35.0,6611.0,840.0,6384.0,15.0,2025
